"","ctrl_1","ctrl_2","ctrl_3","ctrl_4","BLZ_1","BLZ_2","BLZ_3","PD1_PDL1_1","PD1_PDL1_2","PD1_PDL1_3","PD1_PDL1_4","combo_1","combo_2","combo_3","combo_4"
"17333386",2.57187622055108,2.05967448192589,2.77686896712322,2.0989031885396,2.43052320625113,2.47273073513136,1.96673080562227,2.59516638292831,1.67964502428108,2.91206430991125,2.43052320625113,1.77812629579769,2.03742209407888,2.46480009956975,2.16714549569397
"17288035",5.54423048547992,5.314871107336,5.03210232273689,5.08138189594513,5.55431328123976,5.76775422500265,5.78928461197495,5.70921544437071,5.36294704350335,5.96621270474514,5.83768490678331,5.09974865233442,5.63968441003207,5.45214195681657,5.37440012342558
"17318100",3.94653831753007,2.82054013642967,6.08725961531944,3.79464640075783,5.15074668404552,2.75956631705885,4.47259022428512,5.15074668404552,7.05484958527093,2.53801501008828,5.34594889217849,6.20834016735784,5.8966004424361,8.65226811634041,8.00474554777695
"17216120",3.66962971029559,3.01816083467742,3.21054946638016,3.87333444241481,3.95404718005161,4.29156696207894,3.09759563960401,3.51605603587941,3.98653205257063,3.24428599220107,3.81645910493523,3.23192105401395,3.53902543403785,3.17861162569064,3.42765291012781
"17432770",1.97076317016307,2.15186602073747,1.97455187063419,2.12209183956199,1.89280425522233,2.03654702733765,1.94784553652798,2.53781853514474,1.96367376236662,2.43846124882189,1.94569298460912,2.71493081927144,2.7501493490447,3.44958660914615,2.92886347019553
"17499732",3.72838229529673,3.77441382869781,3.94944110520353,4.05423398048239,3.30310494685984,2.78265602935574,3.60204161401892,3.82835094857107,3.23039726977857,3.93171173701548,3.67009927468817,3.64171097718701,3.7306515085087,3.23669028503739,3.73687843819114
"17276583",6.50672756216828,6.82086439528572,5.89451583769031,6.59170985291981,4.66108396753746,5.80815695375906,6.98626664091456,6.79122788289217,6.66153710922662,4.02664963309812,4.73233765743405,3.95980066269105,5.47266928982028,6.49897351446741,4.83192087966762
"17499748",2.86364578526419,2.73458517601999,2.34047917660102,2.34078237003525,2.43247983184838,2.09822284782198,2.29748098950498,2.27202594176115,2.5069043901349,4.00752538418096,2.66220105216819,1.78896221774569,2.28000536827919,2.04375394907007,2.77608825587828
"17499753",4.06551936884751,4.14962127137448,3.66346795484946,4.10535993350026,3.85784172884804,4.11842358635614,4.35047785511349,4.17205445387835,4.11790736865334,3.39925988529059,3.56639132481053,4.5127408923483,4.28602803203534,4.53648178497522,3.16949046136695
"17499796",3.70829586601196,4.60312263942337,5.19400312704162,5.55837940207034,4.86991938475448,4.89518702845735,4.74256334850363,4.42417235440712,5.05177037210994,5.020687381576,4.78044973691276,4.75481172087396,4.50158280915035,4.13543893853655,4.09101681781462
